mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__learning_rate_init,param_clf__hidden_layer_sizes,param_clf__alpha,param_clf__activation,params,split0_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,mean_train_precision_macro,std_train_precision_macro,split0_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_train_recall_macro,mean_train_recall_macro,std_train_recall_macro,overfitting_gap
478.31733298301697,0.0,1.2029931545257568,0.0,0.001,"(128, 64, 32)",0.01,tanh,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (128, 64, 32), 'clf__alpha': 0.01, 'clf__activation': 'tanh'}",0.40548416376056945,0.40548416376056945,0.0,20,0.5682960910534928,0.5682960910534928,0.0,0.24369383890023255,0.24369383890023255,0.0,7,0.4092895487951565,0.4092895487951565,0.0,0.2827863841677399,0.2827863841677399,0.0,19,0.595874535075437,0.595874535075437,0.0,0.2271015017960079,0.2271015017960079,0.0,6,0.3635263087686563,0.3635263087686563,0.0,0.16559570989492395
193.4927840232849,0.0,1.2726075649261475,0.0,0.01,"(128, 64, 32)",0.0001,tanh,"{'clf__learning_rate_init': 0.01, 'clf__hidden_layer_sizes': (128, 64, 32), 'clf__alpha': 0.0001, 'clf__activation': 'tanh'}",0.40753833659771654,0.40753833659771654,0.0,16,0.45365515758799013,0.45365515758799013,0.0,0.2159463613990665,0.2159463613990665,0.0,22,0.25390561280273605,0.25390561280273605,0.0,0.3266138798517621,0.3266138798517621,0.0,7,0.4005722766031351,0.4005722766031351,0.0,0.2020775009484721,0.2020775009484721,0.0,22,0.23382047909769357,0.23382047909769357,0.0,0.03795925140366954
394.413286447525,0.0,1.2037744522094727,0.0,0.001,"(64, 64, 32)",0.01,relu,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64, 64, 32), 'clf__alpha': 0.01, 'clf__activation': 'relu'}",0.4154206277170019,0.4154206277170019,0.0,7,0.5013555314041395,0.5013555314041395,0.0,0.24146074812978888,0.24146074812978888,0.0,8,0.33285662464602717,0.33285662464602717,0.0,0.2953547625999166,0.2953547625999166,0.0,14,0.43741832496144006,0.43741832496144006,0.0,0.22473887411238694,0.22473887411238694,0.0,7,0.30042906204161574,0.30042906204161574,0.0,0.09139587651623829
479.7438802719116,0.0,1.288261890411377,0.0,0.0001,"(128, 64, 32)",0.01,tanh,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128, 64, 32), 'clf__alpha': 0.01, 'clf__activation': 'tanh'}",0.41723594324750396,0.41723594324750396,0.0,3,0.4550763755359425,0.4550763755359425,0.0,0.21573018372458308,0.21573018372458308,0.0,23,0.2502286676622456,0.2502286676622456,0.0,0.29518404178704505,0.29518404178704505,0.0,15,0.3831342440249437,0.3831342440249437,0.0,0.20108967468789202,0.20108967468789202,0.0,23,0.22860404547843113,0.22860404547843113,0.0,0.03449848393766253
374.4593172073364,0.0,1.070155382156372,0.0,0.001,"(64, 64, 32)",0.0001,tanh,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64, 64, 32), 'clf__alpha': 0.0001, 'clf__activation': 'tanh'}",0.4084459943629676,0.4084459943629676,0.0,13,0.5272718586903298,0.5272718586903298,0.0,0.25368275645031624,0.25368275645031624,0.0,2,0.3839897901236392,0.3839897901236392,0.0,0.31709254688263033,0.31709254688263033,0.0,11,0.56789151269073,0.56789151269073,0.0,0.23235378561563724,0.23235378561563724,0.0,4,0.33621277667715793,0.33621277667715793,0.0,0.13030703367332297
342.7395911216736,0.0,1.0866310596466064,0.0,0.0001,"(64, 64, 32)",0.01,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (64, 64, 32), 'clf__alpha': 0.01, 'clf__activation': 'relu'}",0.41909903023933504,0.41909903023933504,0.0,2,0.4579426974477792,0.4579426974477792,0.0,0.22064400915348698,0.22064400915348698,0.0,16,0.24652970086464535,0.24652970086464535,0.0,0.3389803545015099,0.3389803545015099,0.0,4,0.3739318376302524,0.3739318376302524,0.0,0.2041776240944166,0.2041776240944166,0.0,21,0.22625183859801043,0.22625183859801043,0.0,0.02588569171115837
357.03055357933044,0.0,0.996924877166748,0.0,0.001,"(64, 64, 32)",0.001,relu,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64, 64, 32), 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.4076816509817035,0.4076816509817035,0.0,15,0.5097036939723639,0.5097036939723639,0.0,0.23524382737586563,0.23524382737586563,0.0,10,0.3540709804429272,0.3540709804429272,0.0,0.28153580435452275,0.28153580435452275,0.0,21,0.4775845170150955,0.4775845170150955,0.0,0.2200518532960607,0.2200518532960607,0.0,10,0.31479145889198756,0.31479145889198756,0.0,0.11882715306706154
463.0592656135559,0.0,1.2225341796875,0.0,0.01,"(128, 64, 32)",0.0001,relu,"{'clf__learning_rate_init': 0.01, 'clf__hidden_layer_sizes': (128, 64, 32), 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.40830267997898056,0.40830267997898056,0.0,14,0.5223155103844455,0.5223155103844455,0.0,0.2277983018475696,0.2277983018475696,0.0,14,0.3514659891852042,0.3514659891852042,0.0,0.2721472170808474,0.2721472170808474,0.0,24,0.5674414552637599,0.5674414552637599,0.0,0.21432774486260597,0.21432774486260597,0.0,14,0.3178257863820024,0.3178257863820024,0.0,0.12366768733763461
276.18669295310974,0.0,1.3529589176177979,0.0,0.01,"(64, 64, 32)",0.001,relu,"{'clf__learning_rate_init': 0.01, 'clf__hidden_layer_sizes': (64, 64, 32), 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.41522954187168587,0.41522954187168587,0.0,8,0.4674851608126023,0.4674851608126023,0.0,0.22061139095367385,0.22061139095367385,0.0,17,0.27765014806682553,0.27765014806682553,0.0,0.30849090736549684,0.30849090736549684,0.0,13,0.4149300252277867,0.4149300252277867,0.0,0.2079823948967901,0.2079823948967901,0.0,15,0.25362433228971903,0.25362433228971903,0.0,0.05703875711315168
136.46325850486755,0.0,1.2265102863311768,0.0,0.01,"(64, 64, 32)",0.001,tanh,"{'clf__learning_rate_init': 0.01, 'clf__hidden_layer_sizes': (64, 64, 32), 'clf__alpha': 0.001, 'clf__activation': 'tanh'}",0.41045239573878567,0.41045239573878567,0.0,12,0.46103593651096964,0.46103593651096964,0.0,0.23229018327779172,0.23229018327779172,0.0,12,0.2863857228463265,0.2863857228463265,0.0,0.33378717106905964,0.33378717106905964,0.0,6,0.49584191645695713,0.49584191645695713,0.0,0.21496421890272158,0.21496421890272158,0.0,13,0.2588760572508427,0.2588760572508427,0.0,0.0540955395685348
