id,title,startYear,runtimeMinutes,numVotes,countryOfOrigin,awardsOrNominations,awards,nominations
tt1979376,Toy Story 4,2019,100,301810,US,True,61.0,65.0
tt19770238,Aftersun,2022,102,118594,"GB,US,TR,PH,NL",True,96.0,181.0
tt19760052,The Taste of Things,2023,135,18901,"FR,BE",True,8.0,29.0
tt1981128,Geostorm,2017,111,128876,"US,HK,JP,AE",True,1.0,1.0
tt1981115,Thor: The Dark World,2013,112,759196,US,True,4.0,21.0
tt1980929,Begin Again,2013,104,173297,US,True,5.0,18.0
tt1985966,Cloudy with a Chance of Meatballs 2,2013,95,121818,"US,CA",True,0.0,16.0
tt1985949,The Angry Birds Movie,2016,97,112637,"US,FI",True,3.0,8.0
tt2006295,The 33,2015,127,40964,"CL,CO,ES,US",True,8.0,7.0
tt2015381,Guardians of the Galaxy,2014,121,1330626,"US,GB",True,52.0,103.0
tt1987680,The Upside,2017,126,67664,US,True,2.0,3.0
tt2024469,Non-Stop,2014,106,283342,"GB,FR,CA,US",True,0.0,1.0
tt2004420,Neighbors,2014,97,340177,US,True,7.0,11.0
tt1995390,Our Kind of Traitor,2016,108,25096,"GB,FR,US",True,0.0,4.0
tt2039338,Flatliners,2017,109,52876,"US,GB,CA",True,1.0,4.0
tt2024544,12 Years a Slave,2013,134,770412,"GB,US",True,244.0,338.0
tt2039393,The Gambler,2014,111,76325,US,True,1.0,3.0
tt2005151,War Dogs,2016,114,283535,"US,RO",True,0.0,3.0
tt2066051,Rocketman,2019,121,205014,"GB,US,CA",True,25.0,87.0
tt2057392,Eye in the Sky,2015,102,94587,"GB,CA,US,ZA",True,3.0,10.0
tt2042568,Inside Llewyn Davis,2013,104,168950,"US,GB,FR",True,47.0,174.0
tt2076822,Chaos Walking,2021,109,61168,"US,CA,HK,LU",True,2.0,0.0
tt2058673,Point Break,2015,114,68156,"DE,US,AT,IT,CA",True,2.0,4.0
tt2072233,Sleepless,2017,95,35946,US,True,0.0,1.0
tt2058107,The Railway Man,2013,116,43924,"CH,GB,AU,TH",True,7.0,20.0
tt2091256,Captain Underpants: The First Epic Movie,2017,89,35252,"US,CA,FR",True,3.0,15.0
tt2084970,The Imitation Game,2014,114,859903,US,True,49.0,167.0
tt2080374,Steve Jobs,2015,122,184472,"GB,JP,US",True,28.0,117.0
tt2096672,Dumb and Dumber To,2014,109,150788,"JP,US",True,1.0,7.0
tt2094766,Assassin's Creed,2016,115,215773,"US,FR,GB,HK,TW,MT,ES,CA",True,2.0,2.0
tt2103254,Tammy,2014,97,56362,US,True,1.0,7.0
tt2106361,Into the Storm,2014,89,73475,US,True,3.0,1.0
tt2103281,Dawn of the Planet of the Apes,2014,130,503190,"US,GB,CA",True,17.0,48.0
tt2097298,"McFarland, USA",2015,129,45042,US,True,4.0,3.0
tt2096673,Inside Out,2015,95,880592,US,True,99.0,118.0
tt2109248,Transformers: Age of Extinction,2014,165,343254,"US,CN,HK",True,5.0,23.0
tt21084334,I Heard the Bells,2022,110,1129,US,False,0.0,0.0
tt21064584,The Iron Claw,2023,132,109499,"GB,US",True,3.0,39.0
tt2120120,Pixels,2015,105,172911,"CN,US,CA",True,5.0,9.0
tt21191906,After Death,2023,108,1963,US,True,0.0,2.0
tt21192142,All of Us Strangers,2023,105,73642,"GB,US",True,29.0,121.0
tt2126355,San Andreas,2015,114,269554,US,True,2.0,10.0
tt2119532,Hacksaw Ridge,2016,139,649014,US,True,57.0,115.0
tt2119543,The House with a Clock in Its Walls,2018,105,58088,"US,CA,IN",True,1.0,1.0
tt2126357,Second Act,2018,103,31710,US,True,2.0,1.0
tt21235248,Ghostbusters: Frozen Empire,2024,115,97474,"US,CA,GB",True,0.0,8.0
tt21232992,Theater Camp,2023,92,18963,US,True,5.0,21.0
tt21276958,Babes,2024,104,6741,US,True,0.0,4.0
tt2140479,The Accountant,2016,128,381039,US,True,3.0,5.0
tt2140373,Saving Mr. Banks,2013,125,173647,"AU,GB,US",True,13.0,74.0
tt2170439,Horrible Bosses 2,2014,108,190680,US,True,1.0,6.0
tt21692408,Kung Fu Panda 4,2024,94,72520,"CN,JP,US",True,0.0,11.0
tt2170593,St. Vincent,2014,102,111787,US,True,7.0,23.0
tt2170299,Bad Words,2013,89,57124,US,True,2.0,4.0
tt2140571,The Broken Hearts Gallery,2020,109,10869,"US,CA",True,1.0,2.0
tt2140507,The Current War,2017,102,32620,"GB,RU,US",False,0.0,0.0
tt2177771,The Monuments Men,2014,118,146615,"DE,US",True,3.0,3.0
tt2172934,3 Days to Kill,2014,117,100215,"US,FR",False,0.0,0.0
tt2199571,Run All Night,2015,114,118583,US,False,0.0,0.0
tt22022452,Inside Out 2,2024,96,228760,US,True,7.0,106.0
tt2180411,Into the Woods,2014,125,151841,"US,CA,IT,GB",True,11.0,75.0
tt2179136,American Sniper,2014,133,555786,US,True,24.0,43.0
tt2203939,The Other Woman,2014,109,157849,US,True,3.0,5.0
tt22041854,Priscilla,2023,113,49129,"IT,US,GB",True,6.0,33.0
tt2183034,Earth to Echo,2014,91,20223,US,True,2.0,1.0
tt21942866,Dream Scenario,2023,102,88091,"US,CA",True,3.0,18.0
tt2209764,Transcendence,2014,119,244151,"GB,US",True,3.0,5.0
tt2205401,Addicted,2014,106,12875,US,False,0.0,0.0
tt2234003,Calvary,2014,102,66754,"IE,GB,US",True,9.0,32.0
tt2235108,Dear White People,2014,108,26962,US,True,13.0,28.0
tt2239822,Valerian and the City of a Thousand Planets,2017,136,205545,"FR,CN,BE,DE,AE,US,CA,QA",True,0.0,11.0
tt2223990,Draft Day,2014,110,71381,US,True,0.0,1.0
tt2241351,Money Monster,2016,98,110191,US,True,0.0,2.0
tt2224026,Home,2015,94,117839,"US,IN",True,3.0,10.0
tt2226597,The Mountain Between Us,2017,112,86844,US,True,2.0,1.0
tt2245084,Big Hero 6,2014,102,536017,US,True,17.0,58.0
tt2247476,When the Game Stands Tall,2014,115,17344,US,True,0.0,1.0
tt2231461,Rampage,2018,107,196383,US,True,0.0,7.0
tt2268016,Magic Mike XXL,2015,115,62905,US,True,2.0,5.0
tt2250912,Spider-Man: Homecoming,2017,133,768707,US,True,8.0,10.0
tt2277860,Finding Dory,2016,97,323682,US,True,17.0,48.0
tt22687790,A Haunting in Venice,2023,103,134616,"GB,IT,US",True,6.0,4.0
tt2262227,The Book of Life,2014,95,81922,"US,MX",True,3.0,29.0
tt2267968,Kung Fu Panda 3,2016,95,208043,"US,CN",True,1.0,10.0
tt2267998,Gone Girl,2014,149,1133896,US,True,64.0,189.0
tt2279339,Love the Coopers,2015,107,28361,US,True,0.0,2.0
tt2279373,The SpongeBob Movie: Sponge Out of Water,2015,92,65420,"US,KR,AU",True,1.0,9.0
tt2278388,The Grand Budapest Hotel,2014,99,937685,"US,DE",True,135.0,227.0
tt2283362,Jumanji: Welcome to the Jungle,2017,119,485680,"US,AU,CA,MX,IN,GB",True,5.0,15.0
tt2283336,Men in Black: International,2019,114,156079,"US,CN,GB",True,1.0,9.0
tt2294629,Frozen,2013,102,694833,US,True,83.0,60.0
tt2304771,Mandela: Long Walk to Freedom,2013,141,29759,"GB,FR,ZA",True,13.0,36.0
tt2296777,Sherlock Gnomes,2018,86,15071,"GB,US",True,1.0,6.0
tt2294449,22 Jump Street,2014,112,427280,US,True,7.0,25.0
tt2293640,Minions,2015,91,276194,"US,FR",True,4.0,29.0
tt2309260,The Gallows,2015,81,22260,US,True,0.0,1.0
tt2305051,Wild,2014,115,143942,US,True,13.0,70.0
tt2304933,The 5th Wave,2016,112,123345,"GB,US",True,0.0,1.0
tt2316204,Alien: Covenant,2017,122,334029,"GB,US",True,3.0,18.0
tt2310332,The Hobbit: The Battle of the Five Armies,2014,144,602478,"NZ,US",True,8.0,56.0
tt2333784,The Expendables 3,2014,126,202774,"US,FR,DE,BG",True,2.0,5.0
tt2319580,The Grand Seduction,2013,113,20514,CA,True,2.0,9.0
tt2328900,Mary Queen of Scots,2018,124,58114,"GB,US,CN",True,8.0,31.0
tt2334871,Snatched,2017,90,38720,US,True,2.0,2.0
tt23289160,Godzilla Minus One,2023,124,176360,JP,True,43.0,62.0
tt2322441,Fifty Shades of Grey,2015,125,349502,US,True,9.0,30.0
tt2338151,PK,2014,153,213585,IN,True,22.0,26.0
tt2339741,The Woman in Black 2: Angel of Death,2014,98,30197,"GB,CA,US",True,2.0,2.0
tt2361317,Live by Night,2016,129,61411,US,True,0.0,4.0
tt2345759,The Mummy,2017,110,216643,"CN,JP,US",True,4.0,18.0
tt23468450,Longlegs,2024,101,200207,"CA,US",True,9.0,32.0
tt23561236,American Fiction,2023,117,113002,US,True,64.0,174.0
tt2361509,The Intern,2015,121,299325,US,True,1.0,9.0
tt2379713,Spectre,2015,148,484142,"GB,US,MA,IT,AT,CA,MX",True,8.0,37.0
tt2357291,Rio 2,2014,101,107670,"US,IQ,CA",True,2.0,24.0
tt2380307,Coco,2017,105,664265,"US,MX",True,112.0,42.0
tt2378507,The Glass Castle,2017,127,40079,"US,CA,HK",True,1.0,3.0
tt2365580,"Where'd You Go, Bernadette",2019,109,26957,US,True,0.0,4.0
tt2382320,No Time to Die,2021,163,470348,"GB,US",True,50.0,75.0
tt2381111,Brooklyn,2015,117,156336,"IE,GB,CA,US",True,38.0,161.0
tt2381249,Mission: Impossible - Rogue Nation,2015,131,435773,"US,CN,GB,AT,MA,HK",True,6.0,26.0
tt2381941,Focus,2015,105,289037,"US,AR",True,0.0,3.0
tt2388715,Oculus,2013,104,146338,US,True,3.0,17.0
tt2386490,How to Train Your Dragon: The Hidden World,2019,104,170071,"JP,US",True,7.0,66.0
tt2381991,The Huntsman: Winter's War,2016,114,124589,"CN,US",True,0.0,16.0
tt2397461,Clifford the Big Red Dog,2021,96,18221,"US,CA,GB",True,0.0,2.0
tt2395427,Avengers: Age of Ultron,2015,141,971638,US,True,8.0,52.0
tt2387499,Keeping Up with the Joneses,2016,105,71092,US,True,0.0,3.0
tt2402927,Carol,2015,118,150085,"GB,FR,AU,US",True,76.0,255.0
tt2404181,Belle,2013,100,34328,GB,True,13.0,32.0
tt2398241,Smurfs: The Lost Village,2017,90,26495,"US,HK,CN,CZ,GB,CA,BE",True,1.0,6.0
tt2401878,Anomalisa,2015,90,77665,"GB,US",True,24.0,79.0
tt2402157,The November Man,2014,108,72394,"US,RS",False,0.0,0.0
tt2404435,The Magnificent Seven,2016,132,239516,"US,AU",True,5.0,12.0
tt2404233,Gods of Egypt,2016,127,132523,"US,AU,CN,HK",True,2.0,14.0
tt2404425,Woman in Gold,2015,109,65213,"GB,US,AT",True,0.0,6.0
tt2431286,Philomena,2013,98,106118,"GB,FR,US",True,33.0,86.0
tt2406566,Atomic Blonde,2017,115,215821,"US,SE,HU",True,14.0,20.0
tt2452150,Respect,2021,145,18881,"US,CA",True,5.0,40.0
tt2452042,The Peanuts Movie,2015,88,52135,US,True,2.0,49.0
tt2446980,Joy,2015,124,150324,US,True,8.0,23.0
tt2446042,Taken 3,2014,108,211620,"FR,ES,US",True,3.0,3.0
tt2436386,Project Almanac,2015,106,86633,US,False,0.0,0.0
tt2488496,Star Wars: Episode VII - The Force Awakens,2015,138,1007831,"US,GB",True,64.0,140.0
tt2467046,Left Behind,2014,110,43854,"CA,US",True,0.0,5.0
tt2465146,And So It Goes,2014,94,15888,US,True,0.0,1.0
tt2452244,Isn't It Romantic,2019,89,75832,US,True,1.0,10.0
tt2503944,Burnt,2015,101,139336,"US,GB",True,6.0,1.0
tt2531344,Blockers,2018,102,90363,US,True,1.0,7.0
tt2543164,Arrival,2016,116,829942,"US,CA",True,71.0,268.0
tt2528814,God's Not Dead,2014,113,46348,US,True,1.0,0.0
tt2510894,Hotel Transylvania 2,2015,89,155375,"US,CA",True,3.0,11.0
tt2547584,The Light Between Oceans,2016,133,61963,"GB,IN,AU,NZ,US,CA",True,2.0,19.0
tt2557478,Pacific Rim: Uprising,2018,111,133982,"GB,CN,JP,US,MX,AU",True,0.0,6.0
tt2527336,Star Wars: Episode VIII - The Last Jedi,2017,152,702374,US,True,26.0,99.0
tt2527338,Star Wars: Episode IX - The Rise of Skywalker,2019,141,525354,"US,GB",True,21.0,55.0
tt2543472,Wonder,2017,113,190550,"US,HK,CA",True,5.0,28.0
tt2555736,The Second Best Exotic Marigold Hotel,2015,122,37135,"GB,IN,US",True,0.0,4.0
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,119,686551,US,True,193.0,297.0
tt2582496,Me and Earl and the Dying Girl,2015,105,142941,US,True,18.0,30.0
tt2582500,Shut In,2016,91,15411,"CA,FR,US,IN",True,0.0,1.0
tt2568862,Going in Style,2017,96,96575,US,False,0.0,0.0
tt2567026,Alice Through the Looking Glass,2016,113,130625,"US,TH,GB,IN,CA",True,4.0,20.0
tt2561572,Get Hard,2015,100,152397,US,True,0.0,2.0
tt2584384,Jojo Rabbit,2019,108,472878,"CZ,NZ,US,DE",True,52.0,190.0
tt2582846,The Fault in Our Stars,2014,126,417611,US,True,23.0,18.0
tt2582782,Hell or High Water,2016,102,268474,US,True,47.0,174.0
tt2592614,Resident Evil: The Final Chapter,2016,107,105756,"DE,CA",True,2.0,3.0
tt2649554,Midnight Special,2016,112,85839,US,True,3.0,14.0
tt2652092,The Good Lie,2014,110,34817,"KE,IN,US,CA,ZA",True,3.0,7.0
tt26047818,Anyone But You,2023,103,153488,"US,AU",True,1.0,4.0
tt2660888,Star Trek Beyond,2016,122,266136,"US,CN",True,3.0,29.0
tt2674426,Me Before You,2016,110,317080,US,True,6.0,6.0
tt2637276,Ted 2,2015,115,251528,US,True,3.0,4.0
tt2609758,A Madea Christmas,2013,100,7609,US,True,1.0,6.0
tt2626350,Step Up All In,2014,112,37017,"US,CA",False,0.0,0.0
tt2671706,Fences,2016,139,122794,"US,CA",True,60.0,122.0
tt26753003,Trap,2024,105,148770,"US,CA",True,3.0,6.0
tt2704998,Game Night,2018,100,268396,US,True,4.0,22.0
tt2709692,The Grinch,2018,85,104628,US,True,2.0,18.0
tt2692250,Night at the Museum: Secret of the Tomb,2014,98,144377,"GB,US",True,1.0,5.0
tt26928684,Summer Camp,2024,95,1804,US,False,0.0,0.0
tt2702724,The Boss,2016,99,50063,US,True,0.0,3.0
tt2726560,The Longest Ride,2015,123,92528,US,True,1.0,5.0
tt2719848,Everest,2015,121,242210,"GB,IS,US,IT",True,2.0,9.0
tt2709768,The Secret Life of Pets,2016,86,229633,"JP,US",True,4.0,15.0
tt2713180,Fury,2014,134,587361,"CN,US",True,6.0,23.0
tt27503384,Perfect Days,2023,124,88866,"JP,DE",True,14.0,47.0
tt2788732,Pete's Dragon,2016,102,63396,"US,GB,NZ,IN",True,3.0,7.0
tt2771200,Beauty and the Beast,2017,129,350898,US,True,16.0,81.0
tt2798920,Annihilation,2018,115,383786,"US,GB",True,17.0,63.0
tt2752772,Sinister 2,2015,97,64799,"GB,CA,US",True,1.0,3.0
tt28172032,Escape from Germany,2024,97,1117,US,False,0.0,0.0
tt2802144,Kingsman: The Secret Service,2014,129,759700,"GB,US",True,11.0,36.0
tt2784678,Top Five,2014,102,28199,US,True,5.0,21.0
tt2785390,America: Imagine the World Without Her,2014,105,7231,US,True,0.0,1.0
tt2823054,Mike and Dave Need Wedding Dates,2016,98,98591,US,True,0.0,4.0
tt2820852,Furious 7,2015,137,430707,"US,CN,JP,CA,AE",True,36.0,36.0
tt28479262,Sing Sing,2023,107,25063,US,True,70.0,201.0
tt2828996,A Haunted House 2,2014,86,24962,US,True,0.0,2.0
tt28366692,Janet Planet,2023,113,3468,"US,GB",True,4.0,22.0
tt2837574,The Old Man & the Gun,2018,93,51222,"GB,US",True,2.0,12.0
tt2850386,The Croods: A New Age,2020,95,58366,"JP,US",True,0.0,31.0
tt2848292,Pitch Perfect 2,2015,115,176718,US,True,10.0,17.0
tt2872518,The Shack,2017,132,41583,"US,CA,HK",True,3.0,2.0
tt2854926,Tag,2018,100,157168,US,True,0.0,3.0
tt2870708,Wish I Was Here,2014,106,39524,US,True,0.0,6.0
tt2869728,Ride Along 2,2016,102,65998,US,True,1.0,7.0
tt28814949,Taylor Swift: The Eras Tour,2023,169,24603,US,True,2.0,9.0
tt2872732,Lucy,2014,89,563640,"FR,DE,TW,CA,GB",True,1.0,12.0
tt2872750,Shaun the Sheep Movie,2015,85,45691,"GB,FR",True,4.0,49.0
tt2873282,Red Sparrow,2018,140,213519,"US,HU",True,3.0,9.0
tt2883434,Black or White,2014,121,14299,US,True,1.0,4.0
tt2883512,Chef,2014,114,244712,US,True,2.0,4.0
tt2908446,Insurgent,2015,119,266194,"US,CA",True,4.0,18.0
tt2906216,Dungeons & Dragons: Honor Among Thieves,2023,134,264612,"US,CA,GB,IS,IE,AU",True,4.0,21.0
tt2872718,Nightcrawler,2014,117,645454,US,True,46.0,126.0
tt2911666,John Wick,2014,101,796384,US,True,5.0,10.0
tt2932536,47 Meters Down,2017,89,64022,"GB,US,DO",True,0.0,2.0
tt2935510,Ad Astra,2019,123,272882,"US,CN,BR",True,10.0,75.0
tt2935476,Far from the Madding Crowd,2015,119,56196,"GB,US",True,2.0,11.0
tt2937696,Everybody Wants Some!!,2016,117,63025,US,True,2.0,17.0
tt2918436,The Lazarus Effect,2015,83,47770,US,True,0.0,2.0
tt2967224,Hot Pursuit,2015,87,56133,US,True,0.0,4.0
tt2953050,Encanto,2021,102,285925,US,True,58.0,86.0
tt2948356,Zootopia,2016,108,589189,US,True,49.0,75.0
tt2938956,The Transporter Refueled,2015,96,46685,"FR,CN,BE",False,0.0,0.0
tt2974918,Alvin and the Chipmunks: The Road Chip,2015,92,24690,US,True,1.0,4.0
tt2978462,Dolphin Tale 2,2014,107,10109,US,True,0.0,3.0
tt2980648,The Hundred-Foot Journey,2014,122,90083,"US,AE,IN",True,2.0,4.0
tt2975590,Batman v Superman: Dawn of Justice,2016,151,778638,"US,MA",True,14.0,33.0
tt2975578,The Purge: Anarchy,2014,103,169239,"FR,US",True,3.0,6.0
tt2980516,The Theory of Everything,2014,123,500715,"GB,JP,US",True,25.0,128.0
tt2980210,A Hologram for the King,2016,98,48935,"GB,FR,DE,MX,US",True,2.0,3.0
tt3014666,Moms' Night Out,2014,98,14769,US,True,1.0,0.0
tt3014284,The Lego Ninjago Movie,2017,101,32617,"US,DK,AU,CA",True,0.0,7.0
tt3007512,The Water Diviner,2014,111,79817,"AU,US,TR",True,14.0,15.0
tt30319503,Dìdi,2024,93,14241,US,True,21.0,38.0
tt3065204,The Conjuring 2,2016,134,323735,"CA,US,GB",True,4.0,13.0
tt3068194,Love & Friendship,2016,90,27253,"GB,IE,FR,NL",True,7.0,54.0
tt3076658,Creed,2015,133,325445,US,True,45.0,66.0
tt3040964,The Jungle Book,2016,106,301125,"GB,US,NZ,FR,CA,IN",True,33.0,56.0
tt3062096,Inferno,2016,121,197692,"HU,US",True,5.0,1.0
tt30321095,Ghostlight,2024,115,6746,US,True,6.0,20.0
tt30395619,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,2024,104,9230,JP,False,0.0,0.0
tt3079380,Spy,2015,120,269971,US,True,6.0,31.0
tt3095734,Monster Trucks,2016,104,19930,"US,CA",True,0.0,2.0
tt3077214,Suffragette,2015,106,45894,"GB,FR",True,17.0,21.0
tt3152624,Trainwreck,2015,125,145956,US,True,5.0,27.0
tt3168230,Mr. Holmes,2015,104,69666,"GB,US",True,0.0,19.0
tt3104956,The Good House,2021,104,3548,"US,IN",True,3.0,1.0
tt3195644,Insidious: Chapter 3,2015,97,124846,"GB,CA,US",True,3.0,11.0
tt3104988,Crazy Rich Asians,2018,120,203041,"US,CN",True,14.0,70.0
tt3110958,Now You See Me 2,2016,129,343629,"US,HK",True,0.0,5.0
tt3125324,Beyond the Lights,2014,116,18051,US,True,4.0,26.0
tt3203606,Trumbo,2015,124,86563,US,True,8.0,45.0
tt3183660,Fantastic Beasts and Where to Find Them,2016,132,529243,"GB,US,CA",True,15.0,54.0
tt3201736,Run the Race,2018,101,1856,US,True,0.0,2.0
tt3224458,A Beautiful Day in the Neighborhood,2019,109,92293,"US,CN",True,10.0,64.0
tt3210686,Son of God,2014,138,20132,US,True,2.0,1.0
tt3235888,It Follows,2014,100,290068,US,True,25.0,44.0
tt3231054,Risen,2016,107,32347,US,True,0.0,3.0
tt3236120,I'll See You in My Dreams,2015,92,9587,US,True,0.0,8.0
tt3234122,Widow Clicquot,2023,90,4516,US,False,0.0,0.0
tt3231010,Island of Lemurs: Madagascar,2014,39,1049,"CA,US,MG",True,0.0,2.0
tt3228774,Cruella,2021,134,285279,"US,GB,CA,IE",True,28.0,43.0
tt3281548,Little Women,2019,135,271820,US,True,73.0,229.0
tt3263904,Sully,2016,96,314624,US,True,14.0,36.0
tt3332064,Pan,2015,111,68691,"US,GB,AU,IN,CA",True,0.0,8.0
tt3322364,Concussion,2015,123,103416,"GB,AU,US",True,4.0,16.0
tt3322940,Annabelle,2014,99,186959,US,True,3.0,7.0
tt3315342,Logan,2017,137,900741,US,True,28.0,82.0
tt3300542,London Has Fallen,2016,99,176954,"US,GB,BG",True,1.0,2.0
tt3371366,Transformers: The Last Knight,2017,154,180223,"US,CN,CA",True,3.0,20.0
tt3369806,Max,2015,111,29377,US,True,0.0,1.0
tt3352390,Friend Request,2016,92,28624,"DE,ZA,NL",True,2.0,1.0
tt3348730,Jigsaw,2017,92,99506,"US,CA",False,0.0,0.0
tt3385516,X-Men: Apocalypse,2016,144,483037,US,True,1.0,19.0
tt3393786,Jack Reacher: Never Go Back,2016,118,187541,"US,CN",True,1.0,0.0
tt3387520,Scary Stories to Tell in the Dark,2019,108,89875,"US,CA,MX,HK",True,5.0,6.0
tt3387266,A United Kingdom,2016,111,17465,"CZ,GB,FR,US",True,6.0,5.0
tt3397884,Sicario,2015,121,515744,"US,MX,HK",True,15.0,157.0
tt3410834,Allegiant,2016,120,142491,US,True,3.0,12.0
tt3402236,Murder on the Orient Express,2017,114,313453,"US,GB,MT",True,2.0,31.0
tt3401882,Fist Fight,2017,91,47794,US,True,1.0,1.0
tt3387542,The Forest,2016,93,47119,"US,GB",True,1.0,1.0
tt3416828,Ice Age: Collision Course,2016,94,82201,"US,GB",True,2.0,0.0
tt3411444,Ferdinand,2017,108,68791,"US,GB,CA",True,2.0,22.0
tt3464902,The Lobster,2015,119,322471,"IE,GB,GR,FR,NL,BE,US",True,33.0,84.0
tt3427252,The Boogeyman,2023,98,51139,"US,CA",True,0.0,3.0
tt3450650,Paul Blart: Mall Cop 2,2015,94,43291,US,True,1.0,9.0
tt3450958,War for the Planet of the Apes,2017,140,319191,"US,CA",True,28.0,65.0
tt3469046,Despicable Me 3,2017,89,172328,"US,FR",True,0.0,33.0
tt3470600,Sing,2016,108,205570,"JP,US",True,3.0,25.0
tt3480822,Black Widow,2021,134,461339,US,True,14.0,34.0
tt3498820,Captain America: Civil War,2016,147,900049,"US,DE,PR",True,16.0,73.0
tt3460252,The Hateful Eight,2015,168,700544,US,True,46.0,116.0
tt3499096,Race,2016,134,43151,"CA,DE,FR,GB,US",True,6.0,11.0
tt3521164,Moana,2016,107,422926,US,True,22.0,90.0
tt3513498,The Lego Movie 2: The Second Part,2019,107,82178,"DK,NO,AU,US",True,1.0,16.0
tt3501632,Thor: Ragnarok,2017,130,867166,US,True,6.0,50.0
tt3522806,Mechanic: Resurrection,2016,98,99809,"US,FR,BG,DE,TH",True,0.0,1.0
tt3531824,Nerve,2016,96,145013,"US,HK",True,0.0,5.0
tt3530002,The Night Before,2015,101,87313,US,True,0.0,2.0
tt3521126,The Disaster Artist,2017,104,169248,US,True,32.0,84.0
tt3513548,Richard Jewell,2019,131,103890,US,True,6.0,20.0
tt3532216,American Made,2017,115,224310,US,True,0.0,3.0
tt3544112,Sing Street,2016,106,105473,"IE,GB,US",True,16.0,45.0
tt3553442,Whiskey Tango Foxtrot,2016,112,58418,US,True,0.0,1.0
tt3553976,Captain Fantastic,2016,118,245674,US,True,15.0,51.0
tt3581652,West Side Story,2021,156,103300,"US,CA,GB",True,72.0,298.0
tt3606756,Incredibles 2,2018,118,356607,"US,JP",True,14.0,81.0
tt3606752,Cars 3,2017,102,140622,"US,JP,AU",True,3.0,24.0
tt3567288,The Visit,2015,94,166754,US,True,1.0,14.0
tt3564472,Girls Trip,2017,122,42051,US,True,13.0,42.0
tt3622592,Paper Towns,2015,109,110500,US,True,4.0,3.0
tt3612126,The Grudge,2019,94,31496,US,True,0.0,2.0
tt3612616,Mommy,2014,139,64403,CA,True,58.0,65.0
tt3628584,Barbershop: The Next Cut,2016,111,16804,US,True,1.0,3.0
tt3659388,The Martian,2015,144,977564,"US,GB,HU,JO",True,40.0,199.0
tt3691740,The BFG,2016,117,97326,"GB,IN,US",True,4.0,26.0
tt3682448,Bridge of Spies,2015,142,338753,"US,IN,DE",True,30.0,105.0
tt3717252,Underworld: Blood Wars,2016,91,84405,"US,CZ,NL,SE,CA",False,0.0,0.0
tt3640424,Allied,2016,124,176846,"GB,US,CN",True,1.0,10.0
tt3631112,The Girl on the Train,2016,112,207038,"US,IN",True,4.0,13.0
tt3623726,Ricki and the Flash,2015,101,25574,US,True,0.0,4.0
tt3717490,Power Rangers,2017,124,117633,"US,HK,JP,CA,NZ",True,0.0,6.0
tt3704428,Elvis,2022,159,253183,"US,AU",True,92.0,236.0
tt3731562,Kong: Skull Island,2017,118,366166,"US,CN,VN,CA,DE,GB,SG,IN,AU",True,1.0,22.0
tt3748528,Rogue One: A Star Wars Story,2016,133,734803,US,True,24.0,85.0
tt3741700,Godzilla: King of the Monsters,2019,132,222282,"US,JP,CN",True,5.0,14.0
tt3766354,The Equalizer 2,2018,121,219744,US,True,1.0,4.0
tt3722234,Gosnell: The Trial of America's Biggest Serial Killer,2018,93,4809,US,False,0.0,0.0
tt3741834,Lion,2016,118,261531,"GB,AU,US",True,59.0,110.0
tt3758542,Ferrari,2023,130,64094,"US,GB,IT,SA",True,6.0,41.0
tt3760922,My Big Fat Greek Wedding 2,2016,94,37137,US,True,0.0,3.0
tt3766394,"Hello, My Name Is Doris",2015,90,22855,US,True,3.0,11.0
tt3774114,Snowden,2016,134,169510,"US,DE,FR",True,4.0,7.0
tt3778644,Solo: A Star Wars Story,2018,135,399433,US,True,6.0,26.0
tt3829266,The Predator,2018,107,156543,"CA,US,GB,IN,AU,BR,CN",True,1.0,8.0
tt3829920,Only the Brave,2017,134,86231,US,True,0.0,3.0
tt3799694,The Nice Guys,2016,116,400080,"GB,US",True,9.0,34.0
tt3797868,The Choice,2016,111,48519,US,True,0.0,3.0
tt3783958,La La Land,2016,128,730222,"US,HK",True,242.0,307.0
tt3832914,War Room,2015,120,17177,US,True,5.0,0.0
tt3874544,The Boss Baby,2017,97,152185,US,True,4.0,21.0
tt3861390,Dumbo,2019,112,86526,"GB,CA,AU,US",True,4.0,13.0
tt3850214,Dope,2015,103,90975,US,True,5.0,25.0
tt3896198,Guardians of the Galaxy Vol. 2,2017,136,805216,US,True,15.0,60.0
tt3915174,Puss in Boots: The Last Wish,2022,102,210736,"JP,US",True,8.0,57.0
tt3882082,The Boy,2016,97,106324,"US,CA,CN",True,0.0,6.0
tt3881784,Stronger,2017,119,52236,US,True,2.0,8.0
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112,104161,"US,HK,CN",True,0.0,10.0
tt4034228,Manchester by the Sea,2016,137,340574,US,True,128.0,268.0
tt4034354,Swiss Army Man,2016,97,138297,US,True,8.0,31.0
tt3890160,Baby Driver,2017,113,660324,"GB,US",True,43.0,66.0
tt3892172,Leave No Trace,2018,109,68916,"US,CA",True,18.0,92.0
tt4003774,Meet the Mormons,2014,78,2069,US,False,0.0,0.0
tt4046784,Maze Runner: The Scorch Trials,2015,131,295899,US,True,2.0,5.0
